iPhone 13,iPhone 14,iPhone 15 Pro,iPhone SE,Pixel 6,Pixel 7a,Pixel 8,Edge 50,Moto G Power,Razr 40,OnePlus 11R,OnePlus 12,OnePlus Nord 3,Realme 12 Pro,Realme Narzo 70,Galaxy A55,Galaxy Note 20,Galaxy S24,Galaxy Z Flip,Mi 13 Pro,Poco X6,Redmi Note 13
-0.49270244549105546,-0.5742566126814639,0.48156135460471056,0.053858990996485036,0.14853509952681807,-0.13513822419272237,-0.4467014185053287,0.5431830252804025,-0.153819198743336,0.3037818086662301,1.0000000000000002,0.2889285760320283,0.041028930555897014,-0.12731594417699368,-0.18681827887473293,0.1568544998399123,-0.5378863094309203,0.5265099078580765,-0.22235575889427672,0.4956602965305184,-0.060609329402860956,-0.07917666432342617
0.4430848535497179,0.07544946898266064,0.04702219857881761,-0.08506308957783047,-0.06320451154554341,0.19015536237498035,-0.5529930639325554,-0.3249265388359669,-0.5933377044953255,-0.21593197993623994,0.2889285760320283,0.9999999999999999,0.2846009373597551,0.18197325874138282,0.16941317398295028,-0.28816662055574105,0.16663728173246617,-0.18846594307562026,0.2706527618334951,-0.10754249220686461,0.06821776691921116,-0.20274895030898687
0.3124753535230975,0.3625115614855115,-0.5043553607805485,-0.08619646711751386,0.060895476314380095,0.2259644995411336,-0.046516695339318875,-0.4547514689298892,0.14414262966015423,-0.5287280793590321,0.041028930555897014,0.2846009373597551,1.0,0.48728121875597574,0.33624616674855246,-0.40812316733096654,0.2676865607976462,-0.5635787344681116,0.6226501333191913,-0.07256699606030477,-0.2938074124457143,0.053657059218167436
0.3370393991169023,0.3399569939855159,-0.7119054377752884,-0.3077976471073092,-0.1958974166653019,0.35439449623941144,-0.009428122638469335,-0.38891095190985836,0.19928156721018708,-0.045832826742306355,-0.12731594417699368,0.18197325874138282,0.48728121875597574,0.9999999999999999,0.682885357659243,-0.6963057248464062,0.4187715185841194,-0.6794768845772309,0.33258881098825643,-0.2757027114047369,0.30849930720266616,-0.011247651802363421
0.09635893674608047,0.10691707537182149,-0.5917494116905516,-0.20285484438438278,-0.4816369625902992,0.14263847041190822,0.05181255634592913,-0.20140512710071642,0.19254190185244216,0.19218954208759909,-0.18681827887473293,0.16941317398295028,0.33624616674855246,0.682885357659243,1.0000000000000002,-0.49300474696707636,0.24350070277706432,-0.5746934276280475,0.18387966852229307,-0.15008011158514928,0.4546685383245126,0.31454610586795645
-0.32250240190790525,-0.49918742977743386,0.4729860477412891,0.08782411816460767,0.3826633574946574,-0.6706705637674452,0.024983681403231376,0.3090764017680665,0.08877143051522006,0.07473906594770832,0.1568544998399123,-0.28816662055574105,-0.40812316733096654,-0.6963057248464062,-0.49300474696707636,1.0000000000000002,-0.3228413778610473,0.7665137951945111,-0.4476836070990332,0.4366839624905238,-0.3849574708970594,0.23144272173392483
0.7991287454749254,0.7160270637772176,-0.6415244724736413,-0.041152197390522116,-0.3057906163131986,0.2766296007181287,0.2837050095713245,-0.7560636669586713,0.008145424633920047,-0.2758722853869209,-0.5378863094309203,0.16663728173246617,0.2676865607976462,0.4187715185841194,0.24350070277706432,-0.3228413778610473,0.9999999999999998,-0.6607851500513056,0.5760250594251636,-0.8195463403799657,0.2575012216957032,-0.13201560861163028
-0.6462887506025455,-0.7665959669652568,0.8447779730436742,0.24930439522286835,0.3556916077995916,-0.43057182650890247,-0.3037769181538696,0.6888154117657067,-0.19000368870164266,0.33502522860597517,0.5265099078580765,-0.18846594307562026,-0.5635787344681116,-0.6794768845772309,-0.5746934276280475,0.7665137951945111,-0.6607851500513056,1.0000000000000002,-0.43984361508076764,0.6421217988470922,-0.3123044328080219,-0.06396352263475415
0.4612200888826129,0.4204072223200057,-0.25328968650640893,0.2926986815154828,-0.1349657149011113,0.48838727006528815,-0.1699883563699168,-0.46306570781613376,-0.2694087928166015,-0.4251503673682028,-0.22235575889427672,0.2706527618334951,0.6226501333191913,0.33258881098825643,0.18387966852229307,-0.4476836070990332,0.5760250594251636,-0.43984361508076764,1.0000000000000002,-0.39105504722332385,-0.14810836441058534,-0.3362195500599081
-0.7238877365416183,-0.6881088348609118,0.47528925597829147,-0.0751603145960485,0.40189374243964915,-0.34851055192256425,-0.28193201109717847,0.6029840280565284,0.08259460196020998,0.1656560226782665,0.4956602965305184,-0.10754249220686461,-0.07256699606030477,-0.2757027114047369,-0.15008011158514928,0.4366839624905238,-0.8195463403799657,0.6421217988470922,-0.39105504722332385,0.9999999999999999,-0.25735638493426516,0.38135972987688416
0.0726074221370735,0.07160792018725505,-0.3112904554277004,-0.28031808633287714,-0.6005800549234753,0.08132532300795166,0.04615078052485605,0.10559643070893857,0.12348452497716043,0.4464214758677073,-0.060609329402860956,0.06821776691921116,-0.2938074124457143,0.30849930720266616,0.4546685383245126,-0.3849574708970594,0.2575012216957032,-0.3123044328080219,-0.14810836441058534,-0.25735638493426516,1.0,0.40399266821575547
-0.19529577057158584,-0.10365085372617523,-0.29992884092359623,-0.523542613601127,-0.08891303029908101,-0.44965829669591506,0.19226767661592936,0.18318069718761942,0.5691425819153457,0.021586681696847132,-0.07917666432342617,-0.20274895030898687,0.053657059218167436,-0.011247651802363421,0.31454610586795645,0.23144272173392483,-0.13201560861163028,-0.06396352263475415,-0.3362195500599081,0.38135972987688416,0.40399266821575547,0.9999999999999999
